step,loss_mean,loss_std,log10_loss_mean,log10_loss_std,cosine_similarity_mean,cosine_similarity_std,loss_replica_1,cosine_similarity_replica_1
1,2.0005052090e+00,0.0000000000e+00,3.0113968654e-01,0.0000000000e+00,3.2175076194e-04,0.0000000000e+00,2.0005052090e+00,3.2175076194e-04
2,2.0004994869e+00,0.0000000000e+00,3.0113844433e-01,0.0000000000e+00,3.2226476469e-04,0.0000000000e+00,2.0004994869e+00,3.2226476469e-04
3,2.0004920959e+00,0.0000000000e+00,3.0113683980e-01,0.0000000000e+00,3.2336346339e-04,0.0000000000e+00,2.0004920959e+00,3.2336346339e-04
4,2.0004799366e+00,0.0000000000e+00,3.0113420007e-01,0.0000000000e+00,3.2509310404e-04,0.0000000000e+00,2.0004799366e+00,3.2509310404e-04
5,2.0004620552e+00,0.0000000000e+00,3.0113031809e-01,0.0000000000e+00,3.2755400753e-04,0.0000000000e+00,2.0004620552e+00,3.2755400753e-04
6,2.0004377365e+00,0.0000000000e+00,3.0112503854e-01,0.0000000000e+00,3.3085444011e-04,0.0000000000e+00,2.0004377365e+00,3.3085444011e-04
7,2.0004045963e+00,0.0000000000e+00,3.0111784376e-01,0.0000000000e+00,3.3512004302e-04,0.0000000000e+00,2.0004045963e+00,3.3512004302e-04
8,2.0003614426e+00,0.0000000000e+00,3.0110847483e-01,0.0000000000e+00,3.4054694697e-04,0.0000000000e+00,2.0003614426e+00,3.4054694697e-04
9,2.0003061295e+00,0.0000000000e+00,3.0109646574e-01,0.0000000000e+00,3.4728419269e-04,0.0000000000e+00,2.0003061295e+00,3.4728419269e-04
10,2.0002367496e+00,0.0000000000e+00,3.0108140215e-01,0.0000000000e+00,3.5545288119e-04,0.0000000000e+00,2.0002367496e+00,3.5545288119e-04
11,2.0001516342e+00,0.0000000000e+00,3.0106292137e-01,0.0000000000e+00,3.6521221045e-04,0.0000000000e+00,2.0001516342e+00,3.6521221045e-04
12,2.0000486374e+00,0.0000000000e+00,3.0104055701e-01,0.0000000000e+00,3.7672650069e-04,0.0000000000e+00,2.0000486374e+00,3.7672650069e-04
13,1.9999253750e+00,0.0000000000e+00,3.0101379075e-01,0.0000000000e+00,3.9003853453e-04,0.0000000000e+00,1.9999253750e+00,3.9003853453e-04
14,1.9997807741e+00,0.0000000000e+00,3.0098238876e-01,0.0000000000e+00,4.0538122994e-04,0.0000000000e+00,1.9997807741e+00,4.0538122994e-04
15,1.9996132851e+00,0.0000000000e+00,3.0094601346e-01,0.0000000000e+00,4.2277501780e-04,0.0000000000e+00,1.9996132851e+00,4.2277501780e-04
16,1.9994214773e+00,0.0000000000e+00,3.0090435289e-01,0.0000000000e+00,4.4226317550e-04,0.0000000000e+00,1.9994214773e+00,4.4226317550e-04
17,1.9992033243e+00,0.0000000000e+00,3.0085696527e-01,0.0000000000e+00,4.6385751921e-04,0.0000000000e+00,1.9992033243e+00,4.6385751921e-04
18,1.9989572763e+00,0.0000000000e+00,3.0080351205e-01,0.0000000000e+00,4.8752751900e-04,0.0000000000e+00,1.9989572763e+00,4.8752751900e-04
19,1.9986833334e+00,0.0000000000e+00,3.0074399099e-01,0.0000000000e+00,5.1336101023e-04,0.0000000000e+00,1.9986833334e+00,5.1336101023e-04
20,1.9983766079e+00,0.0000000000e+00,3.0067733740e-01,0.0000000000e+00,5.4020923562e-04,0.0000000000e+00,1.9983766079e+00,5.4020923562e-04
21,2.0088899136e+00,0.0000000000e+00,3.0295613822e-01,0.0000000000e+00,5.3407315863e-04,0.0000000000e+00,2.0088899136e+00,5.3407315863e-04
22,1.9552397728e+00,0.0000000000e+00,2.9120002292e-01,0.0000000000e+00,4.5810415759e-04,0.0000000000e+00,1.9552397728e+00,4.5810415759e-04
23,1.9261714220e+00,0.0000000000e+00,2.8469493508e-01,0.0000000000e+00,5.9010781115e-04,0.0000000000e+00,1.9261714220e+00,5.9010781115e-04
24,1.9268167019e+00,0.0000000000e+00,2.8484040218e-01,0.0000000000e+00,6.5525434911e-04,0.0000000000e+00,1.9268167019e+00,6.5525434911e-04
25,1.9283156395e+00,0.0000000000e+00,2.8517812359e-01,0.0000000000e+00,6.7844660953e-04,0.0000000000e+00,1.9283156395e+00,6.7844660953e-04
26,1.9296754599e+00,0.0000000000e+00,2.8548427386e-01,0.0000000000e+00,7.0275971666e-04,0.0000000000e+00,1.9296754599e+00,7.0275971666e-04
27,1.9308912754e+00,0.0000000000e+00,2.8575782022e-01,0.0000000000e+00,7.2824250674e-04,0.0000000000e+00,1.9308912754e+00,7.2824250674e-04
28,1.9319608212e+00,0.0000000000e+00,2.8599831497e-01,0.0000000000e+00,7.5480021769e-04,0.0000000000e+00,1.9319608212e+00,7.5480021769e-04
29,1.9328851700e+00,0.0000000000e+00,2.8620605396e-01,0.0000000000e+00,7.8240659786e-04,0.0000000000e+00,1.9328851700e+00,7.8240659786e-04
30,1.9336675406e+00,0.0000000000e+00,2.8638180702e-01,0.0000000000e+00,8.1111036707e-04,0.0000000000e+00,1.9336675406e+00,8.1111036707e-04
31,1.9343137741e+00,0.0000000000e+00,2.8652692441e-01,0.0000000000e+00,8.4094773047e-04,0.0000000000e+00,1.9343137741e+00,8.4094773047e-04
32,1.9348304272e+00,0.0000000000e+00,2.8664290849e-01,0.0000000000e+00,8.7201711722e-04,0.0000000000e+00,1.9348304272e+00,8.7201711722e-04
33,1.9352275133e+00,0.0000000000e+00,2.8673202980e-01,0.0000000000e+00,9.0514309704e-04,0.0000000000e+00,1.9352275133e+00,9.0514309704e-04
34,1.9354162216e+00,0.0000000000e+00,2.8677437675e-01,0.0000000000e+00,9.5658219652e-04,0.0000000000e+00,1.9354162216e+00,9.5658219652e-04
