step,loss_mean,loss_std,log10_loss_mean,log10_loss_std,cosine_similarity_mean,cosine_similarity_std,loss_replica_1,cosine_similarity_replica_1
1,2.0005052090e+00,0.0000000000e+00,3.0113968654e-01,0.0000000000e+00,3.2175076194e-04,0.0000000000e+00,2.0005052090e+00,3.2175076194e-04
2,2.0005042553e+00,0.0000000000e+00,3.0113947951e-01,0.0000000000e+00,3.2185064629e-04,0.0000000000e+00,2.0005042553e+00,3.2185064629e-04
3,2.0005025864e+00,0.0000000000e+00,3.0113911720e-01,0.0000000000e+00,3.2206313335e-04,0.0000000000e+00,2.0005025864e+00,3.2206313335e-04
4,2.0005004406e+00,0.0000000000e+00,3.0113865137e-01,0.0000000000e+00,3.2238540007e-04,0.0000000000e+00,2.0005004406e+00,3.2238540007e-04
5,2.0004975796e+00,0.0000000000e+00,3.0113803026e-01,0.0000000000e+00,3.2282099710e-04,0.0000000000e+00,2.0004975796e+00,3.2282099710e-04
6,2.0004937649e+00,0.0000000000e+00,3.0113720211e-01,0.0000000000e+00,3.2337577431e-04,0.0000000000e+00,2.0004937649e+00,3.2337577431e-04
7,2.0004887581e+00,0.0000000000e+00,3.0113611517e-01,0.0000000000e+00,3.2405497041e-04,0.0000000000e+00,2.0004887581e+00,3.2405497041e-04
8,2.0004832745e+00,0.0000000000e+00,3.0113492470e-01,0.0000000000e+00,3.2487121643e-04,0.0000000000e+00,2.0004832745e+00,3.2487121643e-04
9,2.0004765987e+00,0.0000000000e+00,3.0113347544e-01,0.0000000000e+00,3.2583010034e-04,0.0000000000e+00,2.0004765987e+00,3.2583010034e-04
10,2.0004687309e+00,0.0000000000e+00,3.0113176737e-01,0.0000000000e+00,3.2694535912e-04,0.0000000000e+00,2.0004687309e+00,3.2694535912e-04
11,2.0004594326e+00,0.0000000000e+00,3.0112974873e-01,0.0000000000e+00,3.2822339563e-04,0.0000000000e+00,2.0004594326e+00,3.2822339563e-04
12,2.0004487038e+00,0.0000000000e+00,3.0112741952e-01,0.0000000000e+00,3.2966793515e-04,0.0000000000e+00,2.0004487038e+00,3.2966793515e-04
13,2.0004367828e+00,0.0000000000e+00,3.0112483150e-01,0.0000000000e+00,3.3129882650e-04,0.0000000000e+00,2.0004367828e+00,3.3129882650e-04
14,2.0004224777e+00,0.0000000000e+00,3.0112172585e-01,0.0000000000e+00,3.3312765299e-04,0.0000000000e+00,2.0004224777e+00,3.3312765299e-04
15,2.0004067421e+00,0.0000000000e+00,3.0111830961e-01,0.0000000000e+00,3.3517650445e-04,0.0000000000e+00,2.0004067421e+00,3.3517650445e-04
16,2.0003890991e+00,0.0000000000e+00,3.0111447925e-01,0.0000000000e+00,3.3746063127e-04,0.0000000000e+00,2.0003890991e+00,3.3746063127e-04
17,2.0003690720e+00,0.0000000000e+00,3.0111013123e-01,0.0000000000e+00,3.3999336301e-04,0.0000000000e+00,2.0003690720e+00,3.3999336301e-04
18,2.0003466606e+00,0.0000000000e+00,3.0110526554e-01,0.0000000000e+00,3.4279117244e-04,0.0000000000e+00,2.0003466606e+00,3.4279117244e-04
19,2.0003221035e+00,0.0000000000e+00,3.0109993392e-01,0.0000000000e+00,3.4584474633e-04,0.0000000000e+00,2.0003221035e+00,3.4584474633e-04
20,2.0002942085e+00,0.0000000000e+00,3.0109387754e-01,0.0000000000e+00,3.4918004530e-04,0.0000000000e+00,2.0002942085e+00,3.4918004530e-04
21,2.0002641678e+00,0.0000000000e+00,3.0108735518e-01,0.0000000000e+00,3.5281138844e-04,0.0000000000e+00,2.0002641678e+00,3.5281138844e-04
22,2.0002305508e+00,0.0000000000e+00,3.0108005624e-01,0.0000000000e+00,3.5675559775e-04,0.0000000000e+00,2.0002305508e+00,3.5675559775e-04
23,2.0001938343e+00,0.0000000000e+00,3.0107208421e-01,0.0000000000e+00,3.6102024023e-04,0.0000000000e+00,2.0001938343e+00,3.6102024023e-04
24,2.0001537800e+00,0.0000000000e+00,3.0106338728e-01,0.0000000000e+00,3.6562237074e-04,0.0000000000e+00,2.0001537800e+00,3.6562237074e-04
25,2.0001103878e+00,0.0000000000e+00,3.0105396541e-01,0.0000000000e+00,3.7058544694e-04,0.0000000000e+00,2.0001103878e+00,3.7058544694e-04
26,2.0000629425e+00,0.0000000000e+00,3.0104366324e-01,0.0000000000e+00,3.7590748980e-04,0.0000000000e+00,2.0000629425e+00,3.7590748980e-04
27,2.0000116825e+00,0.0000000000e+00,3.0103253248e-01,0.0000000000e+00,3.8160441909e-04,0.0000000000e+00,2.0000116825e+00,3.8160441909e-04
28,1.9999562502e+00,0.0000000000e+00,3.0102049541e-01,0.0000000000e+00,3.8768450031e-04,0.0000000000e+00,1.9999562502e+00,3.8768450031e-04
29,1.9998966455e+00,0.0000000000e+00,3.0100755195e-01,0.0000000000e+00,3.9414141793e-04,0.0000000000e+00,1.9998966455e+00,3.9414141793e-04
30,1.9998328686e+00,0.0000000000e+00,3.0099370202e-01,0.0000000000e+00,4.0100445040e-04,0.0000000000e+00,1.9998328686e+00,4.0100445040e-04
31,1.9997642040e+00,0.0000000000e+00,3.0097879020e-01,0.0000000000e+00,4.0828011697e-04,0.0000000000e+00,1.9997642040e+00,4.0828011697e-04
32,1.9996910095e+00,0.0000000000e+00,3.0096289405e-01,0.0000000000e+00,4.1595770745e-04,0.0000000000e+00,1.9996910095e+00,4.1595770745e-04
33,1.9996135235e+00,0.0000000000e+00,3.0094606525e-01,0.0000000000e+00,4.2402526014e-04,0.0000000000e+00,1.9996135235e+00,4.2402526014e-04
34,1.9995312691e+00,0.0000000000e+00,3.0092820011e-01,0.0000000000e+00,4.3250748422e-04,0.0000000000e+00,1.9995312691e+00,4.3250748422e-04
35,1.9994437695e+00,0.0000000000e+00,3.0090919494e-01,0.0000000000e+00,4.4142873958e-04,0.0000000000e+00,1.9994437695e+00,4.4142873958e-04
36,1.9993510246e+00,0.0000000000e+00,3.0088904958e-01,0.0000000000e+00,4.5078340918e-04,0.0000000000e+00,1.9993510246e+00,4.5078340918e-04
37,1.9992531538e+00,0.0000000000e+00,3.0086778978e-01,0.0000000000e+00,4.6054250561e-04,0.0000000000e+00,1.9992531538e+00,4.6054250561e-04
38,1.9991495609e+00,0.0000000000e+00,3.0084528589e-01,0.0000000000e+00,4.7068123240e-04,0.0000000000e+00,1.9991495609e+00,4.7068123240e-04
39,1.9990400076e+00,0.0000000000e+00,3.0082148592e-01,0.0000000000e+00,4.8127517221e-04,0.0000000000e+00,1.9990400076e+00,4.8127517221e-04
40,1.9989254475e+00,0.0000000000e+00,3.0079659684e-01,0.0000000000e+00,4.9229385331e-04,0.0000000000e+00,1.9989254475e+00,4.9229385331e-04
41,1.9988054037e+00,0.0000000000e+00,3.0077051487e-01,0.0000000000e+00,5.0374621060e-04,0.0000000000e+00,1.9988054037e+00,5.0374621060e-04
42,1.9986774921e+00,0.0000000000e+00,3.0074272174e-01,0.0000000000e+00,5.1508995239e-04,0.0000000000e+00,1.9986774921e+00,5.1508995239e-04
43,1.9985805750e+00,0.0000000000e+00,3.0072166201e-01,0.0000000000e+00,5.1751016872e-04,0.0000000000e+00,1.9985805750e+00,5.1751016872e-04
44,1.9988619089e+00,0.0000000000e+00,3.0078279198e-01,0.0000000000e+00,4.9684080295e-04,0.0000000000e+00,1.9988619089e+00,4.9684080295e-04
45,1.9987396002e+00,0.0000000000e+00,3.0075621704e-01,0.0000000000e+00,5.1021220861e-04,0.0000000000e+00,1.9987396002e+00,5.1021220861e-04
46,1.9986103773e+00,0.0000000000e+00,3.0072813805e-01,0.0000000000e+00,5.2412168588e-04,0.0000000000e+00,1.9986103773e+00,5.2412168588e-04
47,1.9984748363e+00,0.0000000000e+00,3.0069868424e-01,0.0000000000e+00,5.3945143009e-04,0.0000000000e+00,1.9984748363e+00,5.3945143009e-04
48,2.0001590252e+00,0.0000000000e+00,3.0106452617e-01,0.0000000000e+00,5.5482628522e-04,0.0000000000e+00,2.0001590252e+00,5.5482628522e-04
49,2.0000472069e+00,0.0000000000e+00,3.0104024639e-01,0.0000000000e+00,5.6933413725e-04,0.0000000000e+00,2.0000472069e+00,5.6933413725e-04
50,1.9999277592e+00,0.0000000000e+00,3.0101430848e-01,0.0000000000e+00,5.8696593624e-04,0.0000000000e+00,1.9999277592e+00,5.8696593624e-04
51,1.9931809902e+00,0.0000000000e+00,2.9954673647e-01,0.0000000000e+00,5.2618118934e-04,0.0000000000e+00,1.9931809902e+00,5.2618118934e-04
52,1.9931979179e+00,0.0000000000e+00,2.9955042484e-01,0.0000000000e+00,5.3965242114e-04,0.0000000000e+00,1.9931979179e+00,5.3965242114e-04
53,1.9932066202e+00,0.0000000000e+00,2.9955232096e-01,0.0000000000e+00,5.5347342277e-04,0.0000000000e+00,1.9932066202e+00,5.5347342277e-04
54,1.9932056665e+00,0.0000000000e+00,2.9955211317e-01,0.0000000000e+00,5.6765216868e-04,0.0000000000e+00,1.9932056665e+00,5.6765216868e-04
55,1.9931950569e+00,0.0000000000e+00,2.9954980146e-01,0.0000000000e+00,5.8225583052e-04,0.0000000000e+00,1.9931950569e+00,5.8225583052e-04
56,1.9931741953e+00,0.0000000000e+00,2.9954525592e-01,0.0000000000e+00,5.9723976301e-04,0.0000000000e+00,1.9931741953e+00,5.9723976301e-04
57,1.9931412935e+00,0.0000000000e+00,2.9953808687e-01,0.0000000000e+00,6.1320606619e-04,0.0000000000e+00,1.9931412935e+00,6.1320606619e-04
58,1.9927333593e+00,0.0000000000e+00,2.9944919117e-01,0.0000000000e+00,6.4659403870e-04,0.0000000000e+00,1.9927333593e+00,6.4659403870e-04
59,1.9926835299e+00,0.0000000000e+00,2.9943833124e-01,0.0000000000e+00,6.6240213346e-04,0.0000000000e+00,1.9926835299e+00,6.6240213346e-04
60,1.9926230907e+00,0.0000000000e+00,2.9942515867e-01,0.0000000000e+00,6.7856092937e-04,0.0000000000e+00,1.9926230907e+00,6.7856092937e-04
61,1.9925520420e+00,0.0000000000e+00,2.9940967324e-01,0.0000000000e+00,6.9509661989e-04,0.0000000000e+00,1.9925520420e+00,6.9509661989e-04
62,1.9924706221e+00,0.0000000000e+00,2.9939192667e-01,0.0000000000e+00,7.1197171928e-04,0.0000000000e+00,1.9924706221e+00,7.1197171928e-04
63,1.9923778772e+00,0.0000000000e+00,2.9937171081e-01,0.0000000000e+00,7.2920462117e-04,0.0000000000e+00,1.9923778772e+00,7.2920462117e-04
64,1.9922744036e+00,0.0000000000e+00,2.9934915525e-01,0.0000000000e+00,7.4679934187e-04,0.0000000000e+00,1.9922744036e+00,7.4679934187e-04
65,1.9921602011e+00,0.0000000000e+00,2.9932425961e-01,0.0000000000e+00,7.6471950160e-04,0.0000000000e+00,1.9921602011e+00,7.6471950160e-04
66,1.9920359850e+00,0.0000000000e+00,2.9929717944e-01,0.0000000000e+00,7.8298529843e-04,0.0000000000e+00,1.9920359850e+00,7.8298529843e-04
67,1.9919006824e+00,0.0000000000e+00,2.9926768040e-01,0.0000000000e+00,8.0162141239e-04,0.0000000000e+00,1.9919006824e+00,8.0162141239e-04
68,1.9917547703e+00,0.0000000000e+00,2.9923586598e-01,0.0000000000e+00,8.2063704031e-04,0.0000000000e+00,1.9917547703e+00,8.2063704031e-04
69,1.9915992022e+00,0.0000000000e+00,2.9920194362e-01,0.0000000000e+00,8.3988485858e-04,0.0000000000e+00,1.9915992022e+00,8.3988485858e-04
70,1.9914333820e+00,0.0000000000e+00,2.9916578285e-01,0.0000000000e+00,8.5928337649e-04,0.0000000000e+00,1.9914333820e+00,8.5928337649e-04
71,1.9912573099e+00,0.0000000000e+00,2.9912738311e-01,0.0000000000e+00,8.7904708926e-04,0.0000000000e+00,1.9912573099e+00,8.7904708926e-04
